LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.5 on Sun Jun 11 11:09:18 PDT 2017
 1374 atoms
 20 bonds
 0 angles
 0 dihedrals
 0 impropers
 11 atom types
 1 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.257692 43.296309  xlo xhi
 -2.137942 41.386056  ylo yhi
 -0.072001 27.247999  zlo zhi

# Pair Coeffs
#
# 1  Ca
# 2  Cb
# 3  Cc
# 4  Cd
# 5  Cg
# 6  H
# 7  Ni
# 8  Oa
# 9  Ob
# 10  Oc
# 11  Og

 Masses

 1 12.011000 # Ca
 2 12.011000 # Cb
 3 12.011000 # Cc
 4 12.011000 # Cd
 5 12.011000 # Cg
 6 1.008000 # H
 7 58.693001 # Ni
 8 15.999000 # Oa
 9 15.999000 # Ob
 10 15.999000 # Oc
 11 15.999000 # Og

 Atoms

1 1 11 -0.325600 19.056099 28.993792 2.320000 # Og 
2 1 5 0.651200 19.056099 28.993792 1.160000 # Cg 
3 1 11 -0.325600 19.056099 28.993792 0.000000 # Og 
4 2 11 -0.325600 13.612097 38.414791 2.320000 # Og 
5 2 5 0.651200 13.612097 38.414791 1.160000 # Cg 
6 2 11 -0.325600 13.612097 38.414791 0.000000 # Og 
7 3 11 -0.325600 29.943251 10.151500 2.320000 # Og 
8 3 5 0.651200 29.943251 10.151500 1.160000 # Cg 
9 3 11 -0.325600 29.943251 10.151500 0.000000 # Og 
10 4 11 -0.325600 24.500252 19.572500 2.320000 # Og 
11 4 5 0.651200 24.500252 19.572500 1.160000 # Cg 
12 4 11 -0.325600 24.500252 19.572500 0.000000 # Og 
13 5 11 -0.325600 29.944099 28.993792 2.320000 # Og 
14 5 5 0.651200 29.944099 28.993792 1.160000 # Cg 
15 5 11 -0.325600 29.944099 28.993792 0.000000 # Og 
16 6 11 -0.325600 24.501099 38.414791 2.320000 # Og 
17 6 5 0.651200 24.501099 38.414791 1.160000 # Cg 
18 6 11 -0.325600 24.501099 38.414791 0.000000 # Og 
19 7 11 -0.325600 40.832253 10.151500 2.320000 # Og 
20 7 5 0.651200 40.832253 10.151500 1.160000 # Cg 
21 7 11 -0.325600 40.832253 10.151500 0.000000 # Og 
22 8 11 -0.325600 35.388252 19.572500 2.320000 # Og 
23 8 5 0.651200 35.388252 19.572500 1.160000 # Cg 
24 8 11 -0.325600 35.388252 19.572500 0.000000 # Og 
25 9 11 -0.325600 40.833099 28.993792 2.320000 # Og 
26 9 5 0.651200 40.833099 28.993792 1.160000 # Cg 
27 9 11 -0.325600 40.833099 28.993792 0.000000 # Og 
28 10 11 -0.325600 35.389099 38.414791 2.320000 # Og 
29 10 5 0.651200 35.389099 38.414791 1.160000 # Cg 
30 10 11 -0.325600 35.389099 38.414791 0.000000 # Og 
72 11 2 -0.116375 10.048268 0.103322 19.647999 # Cb LIG
73 11 4 -0.185445 22.102118 36.453613 18.711998 # Cd LIG
74 11 4 -0.185445 23.169117 35.766613 19.259998 # Cd LIG
75 11 1 0.833564 29.037117 35.550613 18.467999 # Ca LIG
76 11 3 0.449622 35.214272 2.210322 17.924000 # Cc LIG
77 11 2 -0.116375 40.726269 1.310322 23.844999 # Cb LIG
78 11 4 -0.185445 41.889271 0.718322 17.532999 # Cd LIG
79 11 2 -0.116375 20.933117 37.562614 23.607998 # Cb LIG
80 11 4 -0.185445 32.995270 1.211322 17.712999 # Cd LIG
81 11 4 -0.185445 34.061272 1.900322 17.163998 # Cd LIG
82 11 1 0.833564 39.925270 2.128322 17.956999 # Ca LIG
83 11 3 0.449622 38.762268 6.105322 20.202000 # Cc LIG
84 11 2 -0.116375 35.231270 1.780322 19.292999 # Cb LIG
85 11 4 -0.185445 34.135269 1.067322 19.811998 # Cd LIG
86 11 2 -0.116375 32.999271 0.779322 19.056999 # Cb LIG
87 11 4 -0.185445 39.004269 8.527321 19.993000 # Cd LIG
88 11 4 -0.185445 39.072269 7.259322 19.443998 # Cd LIG
89 11 1 0.833564 36.337269 2.066322 20.233999 # Ca LIG
90 11 3 0.449622 40.361271 1.081322 22.475998 # Cc LIG
91 11 2 -0.116375 38.376270 6.304323 21.568998 # Cb LIG
92 11 4 -0.185445 38.300270 7.609322 22.087999 # Cd LIG
93 11 2 -0.116375 38.618271 8.739323 21.334000 # Cb LIG
94 11 4 -0.185445 20.560118 37.342613 22.264000 # Cd LIG
95 11 4 -0.185445 41.205269 0.236322 21.716000 # Cd LIG
96 11 1 0.833564 38.074268 5.203322 22.510998 # Ca LIG
97 11 10 -0.719651 39.266270 1.569322 21.870998 # Oc LIG
98 11 8 -0.731428 38.222271 3.983323 22.092999 # Oa LIG
99 11 9 -0.720115 40.317268 2.323322 19.148998 # Ob LIG
100 11 10 -0.719651 38.891270 4.913322 19.594999 # Oc LIG
101 11 8 -0.731428 37.322269 2.800322 19.815998 # Oa LIG
102 11 9 -0.720115 37.709270 5.444322 23.703999 # Ob LIG
103 11 10 -0.719651 36.184269 2.916322 17.319000 # Oc LIG
104 11 8 -0.731428 38.797272 2.614322 17.538998 # Oa LIG
105 11 9 -0.720115 36.310268 1.628322 21.426998 # Ob LIG
106 11 10 -0.719651 25.295118 34.757614 19.107998 # Oc LIG
107 11 8 -0.731428 27.907118 35.068615 18.884998 # Oa LIG
108 11 9 -0.720115 25.420118 36.043613 21.828999 # Ob LIG
109 11 10 -0.719651 28.001118 32.762615 23.660000 # Oc LIG
110 11 8 -0.731428 26.434118 34.873611 23.438999 # Oa LIG
111 11 9 -0.720115 26.827118 32.230614 19.550999 # Ob LIG
112 11 10 -0.719651 28.378119 36.108612 21.383999 # Oc LIG
113 11 8 -0.731428 27.341118 33.692612 21.160999 # Oa LIG
114 11 9 -0.720115 29.430119 35.353615 17.275999 # Ob LIG
115 11 6 0.130252 23.311541 36.941936 1.917000 # H LIG
116 11 6 0.130252 28.461311 30.568680 24.857998 # H LIG
117 11 6 0.130252 28.355541 28.298935 3.401000 # H LIG
118 11 6 0.130252 27.107311 29.965679 26.958998 # H LIG
119 11 6 0.130252 10.271692 1.009645 1.114000 # H LIG
120 11 6 0.130252 30.029541 37.644936 2.082000 # H LIG
121 11 6 0.130252 31.258310 36.725677 24.684998 # H LIG
122 11 6 0.130252 21.216311 36.632679 26.153997 # H LIG
123 11 6 0.130252 23.142309 35.416679 27.121998 # H LIG
124 11 6 0.130252 42.142464 0.948388 25.399998 # H LIG
125 11 6 0.130252 32.110462 1.034388 23.930998 # H LIG
126 11 6 0.130252 34.029694 2.260644 2.472000 # H LIG
127 11 6 0.130252 39.297462 9.386387 26.212997 # H LIG
128 11 6 0.130252 34.203693 0.745645 0.358000 # H LIG
129 11 6 0.130252 39.398460 7.111388 25.243998 # H LIG
130 11 6 0.130252 40.911694 0.046644 0.194000 # H LIG
131 11 6 0.130252 21.154541 36.674934 1.162000 # H LIG
132 11 6 0.130252 37.968693 7.721643 2.633000 # H LIG
133 11 7 1.286340 26.687309 33.662678 24.988998 # Ni LIG
134 11 7 1.286340 28.258541 34.527935 2.223000 # Ni LIG
135 11 7 1.286340 26.731310 35.455681 27.265999 # Ni LIG
136 11 7 1.286340 37.614693 2.231645 2.329000 # Ni LIG
137 11 7 1.286340 37.574463 4.019388 25.096998 # Ni LIG
138 11 7 1.286340 39.145691 3.168644 0.053000 # Ni LIG
139 11 3 0.449622 27.862541 31.580936 2.567000 # Cc LIG
140 11 2 -0.116375 24.341311 35.892677 23.961998 # Cb LIG
141 11 4 -0.185445 23.239540 36.608936 2.954000 # Cd LIG
142 11 2 -0.116375 22.107309 36.889679 24.198997 # Cb LIG
143 11 4 -0.185445 28.083542 29.157936 2.784000 # Cd LIG
144 11 4 -0.185445 28.150541 30.424934 3.332000 # Cd LIG
145 11 1 0.833564 25.444542 35.615936 2.531000 # Ca LIG
146 11 3 0.449622 29.471540 36.602936 0.289000 # Cc LIG
147 11 2 -0.116375 27.488541 31.380936 1.196000 # Cb LIG
148 11 4 -0.185445 27.417542 30.075935 0.678000 # Cd LIG
149 11 2 -0.116375 27.722542 28.945934 1.436000 # Cb LIG
150 11 4 -0.185445 9.671692 0.334644 0.502000 # Cd LIG
151 11 4 -0.185445 30.319542 37.443935 1.049001 # Cd LIG
152 11 1 0.833564 27.189541 32.481934 0.254000 # Ca LIG
153 11 3 0.449622 24.325310 35.462681 25.330997 # Cc LIG
154 11 2 -0.116375 29.840309 36.364677 26.239998 # Cb LIG
155 11 4 -0.185445 31.007309 36.954678 25.721998 # Cd LIG
156 11 2 -0.116375 10.049461 0.105388 26.477999 # Cb LIG
157 11 4 -0.185445 22.103310 36.455681 25.541998 # Cd LIG
158 11 4 -0.185445 23.170309 35.768681 26.089998 # Cd LIG
159 11 1 0.833564 29.038311 35.552681 25.297998 # Ca LIG
160 11 3 0.449622 35.215462 2.212388 24.753998 # Cc LIG
161 11 2 -0.116375 40.722694 1.320644 3.355000 # Cb LIG
162 11 4 -0.185445 41.890461 0.720388 24.362999 # Cd LIG
163 11 2 -0.116375 20.929541 37.572937 3.118000 # Cb LIG
164 11 4 -0.185445 32.996464 1.213388 24.542997 # Cd LIG
165 11 4 -0.185445 34.062462 1.902388 23.993998 # Cd LIG
166 11 1 0.833564 39.926464 2.130388 24.786999 # Ca LIG
167 11 3 0.449622 38.763462 6.107388 27.031998 # Cc LIG
168 11 2 -0.116375 35.232464 1.782388 26.122997 # Cb LIG
169 11 4 -0.185445 34.136463 1.069388 26.641998 # Cd LIG
170 11 2 -0.116375 33.000462 0.781388 25.886997 # Cb LIG
171 11 4 -0.185445 39.005463 8.529387 26.822998 # Cd LIG
172 11 4 -0.185445 39.073463 7.261387 26.273998 # Cd LIG
173 11 1 0.833564 36.338463 2.068388 27.063997 # Ca LIG
174 11 3 0.449622 40.357693 1.091644 1.986000 # Cc LIG
175 11 2 -0.116375 38.372692 6.314645 1.079000 # Cb LIG
176 11 4 -0.185445 38.296692 7.619644 1.598000 # Cd LIG
177 11 2 -0.116375 38.614693 8.749645 0.844000 # Cb LIG
178 11 4 -0.185445 20.556541 37.352936 1.774000 # Cd LIG
179 11 4 -0.185445 41.201694 0.246644 1.226000 # Cd LIG
180 11 1 0.833564 38.070694 5.213644 2.021000 # Ca LIG
181 11 10 -0.719651 39.262695 1.579644 1.381000 # Oc LIG
182 11 8 -0.731428 38.218693 3.993645 1.603000 # Oa LIG
183 11 9 -0.720115 40.318462 2.325387 25.978998 # Ob LIG
184 11 10 -0.719651 38.892464 4.915388 26.424997 # Oc LIG
185 11 8 -0.731428 37.323463 2.802388 26.645998 # Oa LIG
186 11 9 -0.720115 37.705692 5.454644 3.214000 # Ob LIG
187 11 10 -0.719651 36.185463 2.918388 24.148998 # Oc LIG
188 11 8 -0.731428 38.798462 2.616388 24.368998 # Oa LIG
189 11 9 -0.720115 36.306694 1.638644 0.937001 # Ob LIG
190 11 10 -0.719651 25.296310 34.759678 25.937998 # Oc LIG
191 11 8 -0.731428 27.908310 35.070679 25.714998 # Oa LIG
192 11 9 -0.720115 25.416542 36.053936 1.339000 # Ob LIG
193 11 10 -0.719651 27.997540 32.772934 3.170000 # Oc LIG
194 11 8 -0.731428 26.430542 34.883934 2.949000 # Oa LIG
195 11 9 -0.720115 26.828310 32.232677 26.380999 # Ob LIG
196 11 10 -0.719651 28.374542 36.118935 0.894000 # Oc LIG
197 11 8 -0.731428 27.337540 33.702934 0.671000 # Oa LIG
198 11 9 -0.720115 29.431311 35.355679 24.105999 # Ob LIG
199 11 6 0.130252 23.312733 36.944000 8.747000 # H LIG
200 11 6 0.130252 28.457733 30.579002 4.368000 # H LIG
201 11 6 0.130252 28.356733 28.301003 10.231000 # H LIG
202 11 6 0.130252 27.103733 29.976002 6.469000 # H LIG
203 11 6 0.130252 10.272884 1.011710 7.943999 # H LIG
204 11 6 0.130252 30.030733 37.647003 8.912000 # H LIG
205 11 6 0.130252 31.254734 36.736000 4.195000 # H LIG
206 11 6 0.130252 21.212732 36.643002 5.664000 # H LIG
207 11 6 0.130252 23.138733 35.427002 6.632000 # H LIG
208 11 6 0.130252 42.138885 0.958710 4.910000 # H LIG
209 11 6 0.130252 32.106888 1.044710 3.441000 # H LIG
210 11 6 0.130252 34.030884 2.262710 9.302000 # H LIG
211 11 6 0.130252 39.293884 9.396709 5.723000 # H LIG
212 11 6 0.130252 34.204887 0.747710 7.188000 # H LIG
213 11 6 0.130252 39.394886 7.121710 4.754000 # H LIG
214 11 6 0.130252 40.912884 0.048710 7.024000 # H LIG
215 11 6 0.130252 21.155733 36.677002 7.992000 # H LIG
216 11 6 0.130252 37.969887 7.723709 9.462999 # H LIG
217 11 7 1.286340 26.683733 33.673000 4.499000 # Ni LIG
218 11 7 1.286340 28.259733 34.530003 9.052999 # Ni LIG
219 11 7 1.286340 26.727734 35.466003 6.776000 # Ni LIG
220 11 7 1.286340 37.615887 2.233710 9.158999 # Ni LIG
221 11 7 1.286340 37.570885 4.029710 4.607000 # Ni LIG
222 11 7 1.286340 39.146885 3.170710 6.882999 # Ni LIG
223 11 3 0.449622 27.863733 31.583000 9.396999 # Cc LIG
224 11 2 -0.116375 24.337734 35.903000 3.472000 # Cb LIG
225 11 4 -0.185445 23.240734 36.611000 9.783999 # Cd LIG
226 11 2 -0.116375 22.103733 36.900002 3.709000 # Cb LIG
227 11 4 -0.185445 28.084732 29.160002 9.613999 # Cd LIG
228 11 4 -0.185445 28.151733 30.427002 10.162000 # Cd LIG
229 11 1 0.833564 25.445732 35.618000 9.361000 # Ca LIG
230 11 3 0.449622 29.472733 36.605003 7.118999 # Cc LIG
231 11 2 -0.116375 27.489733 31.383001 8.026000 # Cb LIG
232 11 4 -0.185445 27.418732 30.078001 7.507999 # Cd LIG
233 11 2 -0.116375 27.723732 28.948002 8.266000 # Cb LIG
234 11 4 -0.185445 9.672884 0.336710 7.332000 # Cd LIG
235 11 4 -0.185445 30.320732 37.445999 7.879000 # Cd LIG
236 11 1 0.833564 27.190733 32.484001 7.084000 # Ca LIG
237 11 3 0.449622 24.321733 35.473000 4.841000 # Cc LIG
238 11 2 -0.116375 29.836733 36.375000 5.750000 # Cb LIG
239 11 4 -0.185445 31.003733 36.965000 5.232000 # Cd LIG
240 11 2 -0.116375 10.045884 0.115710 5.988000 # Cb LIG
241 11 4 -0.185445 22.099733 36.466003 5.052000 # Cd LIG
242 11 4 -0.185445 23.166733 35.778999 5.599999 # Cd LIG
243 11 1 0.833564 29.034733 35.563000 4.808000 # Ca LIG
244 11 3 0.449622 35.211884 2.222710 4.264000 # Cc LIG
245 11 2 -0.116375 40.723885 1.322710 10.184999 # Cb LIG
246 11 4 -0.185445 41.886887 0.730710 3.873000 # Cd LIG
247 11 2 -0.116375 20.930733 37.575001 9.948000 # Cb LIG
248 11 4 -0.185445 32.992886 1.223710 4.052999 # Cd LIG
249 11 4 -0.185445 34.058884 1.912710 3.504000 # Cd LIG
250 11 1 0.833564 39.922886 2.140710 4.297000 # Ca LIG
251 11 3 0.449622 38.759884 6.117710 6.542000 # Cc LIG
252 11 2 -0.116375 35.228886 1.792710 5.632999 # Cb LIG
253 11 4 -0.185445 34.132885 1.079710 6.151999 # Cd LIG
254 11 2 -0.116375 32.996887 0.791710 5.397000 # Cb LIG
255 11 4 -0.185445 39.001884 8.539709 6.333000 # Cd LIG
256 11 4 -0.185445 39.069885 7.271709 5.783999 # Cd LIG
257 11 1 0.833564 36.334885 2.078710 6.573999 # Ca LIG
258 11 3 0.449622 40.358887 1.093710 8.816000 # Cc LIG
259 11 2 -0.116375 38.373886 6.316710 7.908999 # Cb LIG
260 11 4 -0.185445 38.297886 7.621710 8.427999 # Cd LIG
261 11 2 -0.116375 38.615887 8.751711 7.674000 # Cb LIG
262 11 4 -0.185445 20.557734 37.355003 8.604000 # Cd LIG
263 11 4 -0.185445 41.202885 0.248710 8.056000 # Cd LIG
264 11 1 0.833564 38.071884 5.215710 8.851000 # Ca LIG
265 11 10 -0.719651 39.263885 1.581710 8.210999 # Oc LIG
266 11 8 -0.731428 38.219887 3.995710 8.433000 # Oa LIG
267 11 9 -0.720115 40.314884 2.335710 5.488999 # Ob LIG
268 11 10 -0.719651 38.888885 4.925710 5.934999 # Oc LIG
269 11 8 -0.731428 37.319885 2.812710 6.156000 # Oa LIG
270 11 9 -0.720115 37.706886 5.456710 10.044000 # Ob LIG
271 11 10 -0.719651 36.181885 2.928710 3.659000 # Oc LIG
272 11 8 -0.731428 38.794884 2.626710 3.879000 # Oa LIG
273 11 9 -0.720115 36.307884 1.640710 7.767000 # Ob LIG
274 11 10 -0.719651 25.292732 34.770000 5.448000 # Oc LIG
275 11 8 -0.731428 27.904732 35.081001 5.224999 # Oa LIG
276 11 9 -0.720115 25.417732 36.056000 8.169000 # Ob LIG
277 11 10 -0.719651 27.998734 32.775002 10.000000 # Oc LIG
278 11 8 -0.731428 26.431732 34.886002 9.778999 # Oa LIG
279 11 9 -0.720115 26.824734 32.243000 5.891000 # Ob LIG
280 11 10 -0.719651 28.375732 36.121002 7.724000 # Oc LIG
281 11 8 -0.731428 27.338734 33.705002 7.500999 # Oa LIG
282 11 9 -0.720115 29.427734 35.366001 3.616000 # Ob LIG
283 11 6 0.130252 23.313927 36.946068 15.576999 # H LIG
284 11 6 0.130252 28.458925 30.581068 11.197999 # H LIG
285 11 6 0.130252 28.357925 28.303068 17.060999 # H LIG
286 11 6 0.130252 27.104925 29.978067 13.298999 # H LIG
287 11 6 0.130252 10.274076 1.013777 14.773998 # H LIG
288 11 6 0.130252 30.031925 37.649067 15.741999 # H LIG
289 11 6 0.130252 31.255926 36.738068 11.024999 # H LIG
290 11 6 0.130252 21.213924 36.645069 12.493999 # H LIG
291 11 6 0.130252 23.139925 35.429070 13.461999 # H LIG
292 11 6 0.130252 42.140076 0.960776 11.739999 # H LIG
293 11 6 0.130252 32.108078 1.046777 10.270999 # H LIG
294 11 6 0.130252 34.032078 2.264776 16.132000 # H LIG
295 11 6 0.130252 39.295078 9.398776 12.552999 # H LIG
296 11 6 0.130252 34.206078 0.749777 14.017999 # H LIG
297 11 6 0.130252 39.396076 7.123776 11.583999 # H LIG
298 11 6 0.130252 40.914078 0.050776 13.853999 # H LIG
299 11 6 0.130252 21.156925 36.679070 14.821999 # H LIG
300 11 6 0.130252 37.971077 7.725776 16.292999 # H LIG
301 11 7 1.286340 26.684925 33.675068 11.328999 # Ni LIG
302 11 7 1.286340 28.260925 34.532066 15.882999 # Ni LIG
303 11 7 1.286340 26.728926 35.468067 13.605999 # Ni LIG
304 11 7 1.286340 37.617077 2.235777 15.988998 # Ni LIG
305 11 7 1.286340 37.572079 4.031776 11.436999 # Ni LIG
306 11 7 1.286340 39.148079 3.172776 13.712999 # Ni LIG
307 11 3 0.449622 27.864925 31.585068 16.226999 # Cc LIG
308 11 2 -0.116375 24.338926 35.905067 10.301999 # Cb LIG
309 11 4 -0.185445 23.241926 36.613068 16.613998 # Cd LIG
310 11 2 -0.116375 22.104925 36.902069 10.538999 # Cb LIG
311 11 4 -0.185445 28.085926 29.162067 16.443998 # Cd LIG
312 11 4 -0.185445 28.152925 30.429068 16.991999 # Cd LIG
313 11 1 0.833564 25.446926 35.620068 16.190998 # Ca LIG
314 11 3 0.449622 29.473925 36.607067 13.948999 # Cc LIG
315 11 2 -0.116375 27.490925 31.385067 14.855999 # Cb LIG
316 11 4 -0.185445 27.419926 30.080067 14.337999 # Cd LIG
317 11 2 -0.116375 27.724926 28.950068 15.095999 # Cb LIG
318 11 4 -0.185445 9.674076 0.338777 14.161999 # Cd LIG
319 11 4 -0.185445 30.321926 37.448067 14.709000 # Cd LIG
320 11 1 0.833564 27.191925 32.486069 13.913999 # Ca LIG
321 11 3 0.449622 24.322926 35.475067 11.670999 # Cc LIG
322 11 2 -0.116375 29.837925 36.377068 12.579999 # Cb LIG
323 11 4 -0.185445 31.004925 36.967068 12.061999 # Cd LIG
324 11 2 -0.116375 10.047077 0.117777 12.817999 # Cb LIG
325 11 4 -0.185445 22.100925 36.468067 11.881999 # Cd LIG
326 11 4 -0.185445 23.167925 35.781067 12.429998 # Cd LIG
327 11 1 0.833564 29.035925 35.565067 11.637999 # Ca LIG
328 11 3 0.449622 35.213078 2.224776 11.093999 # Cc LIG
329 11 2 -0.116375 40.725079 1.324777 17.014999 # Cb LIG
330 11 4 -0.185445 41.888077 0.732777 10.702999 # Cd LIG
331 11 2 -0.116375 20.931927 37.577068 16.778000 # Cb LIG
332 11 4 -0.185445 32.994080 1.225777 10.882999 # Cd LIG
333 11 4 -0.185445 34.060078 1.914777 10.333999 # Cd LIG
334 11 1 0.833564 39.924076 2.142776 11.126999 # Ca LIG
335 11 3 0.449622 38.761078 6.119777 13.371999 # Cc LIG
336 11 2 -0.116375 35.230080 1.794777 12.462999 # Cb LIG
337 11 4 -0.185445 34.134079 1.081777 12.981998 # Cd LIG
338 11 2 -0.116375 32.998077 0.793777 12.226999 # Cb LIG
339 11 4 -0.185445 39.003078 8.541776 13.162999 # Cd LIG
340 11 4 -0.185445 39.071079 7.273776 12.613998 # Cd LIG
341 11 1 0.833564 36.336079 2.080776 13.403999 # Ca LIG
342 11 3 0.449622 40.360077 1.095777 15.645999 # Cc LIG
343 11 2 -0.116375 38.375076 6.318777 14.738998 # Cb LIG
344 11 4 -0.185445 38.299080 7.623776 15.257999 # Cd LIG
345 11 2 -0.116375 38.617077 8.753778 14.503999 # Cb LIG
346 11 4 -0.185445 20.558926 37.357067 15.433999 # Cd LIG
347 11 4 -0.185445 41.204079 0.250776 14.885999 # Cd LIG
348 11 1 0.833564 38.073078 5.217776 15.680999 # Ca LIG
349 11 10 -0.719651 39.265076 1.583776 15.040998 # Oc LIG
350 11 8 -0.731428 38.221077 3.997777 15.262999 # Oa LIG
351 11 9 -0.720115 40.316078 2.337776 12.318998 # Ob LIG
352 11 10 -0.719651 38.890076 4.927776 12.764999 # Oc LIG
353 11 8 -0.731428 37.321079 2.814776 12.985999 # Oa LIG
354 11 9 -0.720115 37.708076 5.458776 16.873999 # Ob LIG
355 11 10 -0.719651 36.183079 2.930777 10.488999 # Oc LIG
356 11 8 -0.731428 38.796078 2.628777 10.708999 # Oa LIG
357 11 9 -0.720115 36.309078 1.642776 14.596999 # Ob LIG
358 11 10 -0.719651 25.293926 34.772068 12.277999 # Oc LIG
