LAMMPS data file via write_data, version 30 Jul 2016, timestep = 10000

1379 atoms
10 atom types

0.0000000000000000e+00 2.6114000000000001e+01 xlo xhi
0.0000000000000000e+00 4.5229999999999997e+01 ylo yhi
0.0000000000000000e+00 2.7667000000000002e+01 zlo zhi

Masses

1 16.04
2 12.011
3 12.011
4 12.011
5 12.011
6 1.008
7 24.305
8 15.999
9 15.999
10 15.999

Pair Coeffs # soft

1 20
2 20
3 20
4 20
5 20
6 20
7 20
8 20
9 20
10 20

Atoms # full

1 1 1 0.0000000000000000e+00 2.3183668142946281e+01 4.2545816201127778e+01 7.6734054074409288e+00 0 0 0
2 2 1 0.0000000000000000e+00 2.3584633512843151e+01 2.2242935084155979e-01 8.8049310247056378e-01 0 1 1
3 3 1 0.0000000000000000e+00 2.8810665500800847e+00 4.3984824312768659e+01 2.1775737227507076e+01 1 0 0
4 4 1 0.0000000000000000e+00 4.1363209348915064e-01 4.2373970880512509e+01 5.8109614742658460e+00 1 0 1
5 5 1 0.0000000000000000e+00 2.4378930459382435e+01 4.1764958277188789e+01 2.6612639406900144e+01 0 0 0
6 6 1 0.0000000000000000e+00 1.1921773350353879e+00 2.2248112364415245e+00 2.1960304654509113e+01 1 1 0
7 7 1 0.0000000000000000e+00 1.4474752408981117e+00 6.9582791315672188e-01 2.6300141918013910e+01 1 1 0
8 8 1 0.0000000000000000e+00 2.5023398689834750e+01 4.2303838067620177e+01 2.2737669248815973e+01 0 0 0
9 9 1 0.0000000000000000e+00 1.3274621259172075e+00 1.7679213087568695e+00 1.5960023188544186e+01 1 1 1
10 10 1 0.0000000000000000e+00 2.3376730100340648e+01 9.6851424347150006e-01 1.5332269433348701e+01 0 1 1
11 11 1 0.0000000000000000e+00 2.0594396733260734e+00 4.3389606155806476e+01 3.3291100705955672e+00 1 0 0
12 12 1 0.0000000000000000e+00 2.3778632709207894e+00 9.8092068596314386e-01 5.5424033174318419e+00 1 1 0
13 13 1 0.0000000000000000e+00 2.5093750292830251e+01 1.7963939739945836e+00 2.3811251720445632e+01 0 1 -1
14 14 1 0.0000000000000000e+00 2.5436539364799359e+01 4.1166447471607590e+01 1.1377639075116994e+01 0 0 0
15 15 1 0.0000000000000000e+00 2.4469577411799229e+01 4.1588506296430182e+01 1.9789977099753411e+01 0 0 -1
16 16 1 0.0000000000000000e+00 2.5902461513267095e+01 4.4644302651111623e+01 1.1158893302842145e+01 0 0 0
17 17 1 0.0000000000000000e+00 1.5716555228771669e+00 4.2460955608057930e+01 1.4341769969300634e+01 1 0 0
18 18 1 0.0000000000000000e+00 2.4928538865920022e+01 7.5635384778792947e-01 3.8952789876791361e+00 0 1 0
19 19 1 0.0000000000000000e+00 2.2630518110261157e+01 1.6927708331333198e+00 2.0862717523009721e+01 0 1 0
20 20 1 0.0000000000000000e+00 2.4823240155890247e+01 2.2211159382382135e+00 1.9102186181594810e+01 0 1 0
21 21 1 0.0000000000000000e+00 2.5255381095956078e+01 1.8673418963949429e+00 8.1002640597193203e+00 0 1 0
22 22 1 0.0000000000000000e+00 2.2017696590609244e+01 2.8495967984634188e+01 2.4271061684263493e+01 0 0 0
23 23 1 0.0000000000000000e+00 2.6908802839968056e+00 2.9753319108393221e+01 8.6609406070895389e-01 1 0 0
24 24 1 0.0000000000000000e+00 2.3058197081030745e+01 1.6058617196235524e+01 2.7064605053161419e+01 0 0 0
25 25 1 0.0000000000000000e+00 5.0537466768716399e-03 1.7750633667744339e+01 2.3625291220527942e+01 1 0 0
26 26 1 0.0000000000000000e+00 2.4958440854255365e+01 1.3487315267612056e+01 1.9361975083933753e+01 0 0 -1
27 27 1 0.0000000000000000e+00 8.3056119650567461e-01 3.0482910739810972e+01 2.1424456333101116e+01 1 0 0
28 28 1 0.0000000000000000e+00 2.3028963265329740e+01 3.1434073422850602e+01 1.0080158219423593e+01 0 0 0
29 29 1 0.0000000000000000e+00 2.2122463122843406e+01 1.6004732860182109e+01 2.5009552594248268e+00 0 0 1
30 30 1 0.0000000000000000e+00 2.5826120364112857e+01 1.7408879765754737e+01 1.2570097423495797e+01 0 0 2
31 31 1 0.0000000000000000e+00 2.3872858434215093e+01 1.6738309049336443e+01 1.4058876410958048e+01 0 0 0
32 32 1 0.0000000000000000e+00 2.1726531039733938e+01 1.4097109917688691e+01 6.1225718644374298e+00 0 0 0
33 33 1 0.0000000000000000e+00 2.3832765342132781e+01 2.9279034412733040e+01 2.1601046073041563e+00 0 0 0
34 34 1 0.0000000000000000e+00 2.4280673712343123e+01 3.2869713464789839e+01 1.1519895280330219e+01 0 0 -2
35 35 1 0.0000000000000000e+00 2.3880847147028096e+01 2.9373559221979932e+01 1.9247172994231804e+01 0 0 -1
36 36 1 0.0000000000000000e+00 6.9405019677710578e-01 1.3820707638562370e+01 4.6293781740207303e+00 1 0 0
37 37 1 0.0000000000000000e+00 2.5668640932448575e+01 1.1679675513094969e+01 7.0200157782758339e+00 0 0 0
38 38 1 0.0000000000000000e+00 7.6073376906343526e-02 3.3060002914424992e+01 7.1820209560665651e+00 1 0 -1
39 39 1 0.0000000000000000e+00 1.3275172759530170e+01 1.9653834584934899e+01 2.6997170764358557e+01 1 0 -1
40 40 1 0.0000000000000000e+00 8.6045798519320604e-01 1.1903855909812316e+01 4.1658227171334267e-01 1 0 2
41 41 1 0.0000000000000000e+00 2.2456379565815666e+01 1.7604709112736174e+01 9.8022897463569709e+00 0 0 0
42 42 1 0.0000000000000000e+00 1.1949827416626315e+00 2.6875855387011367e+01 2.1475127069473164e+01 1 0 -1
43 43 1 0.0000000000000000e+00 1.4314858682463852e+01 8.4041677264128207e+00 1.2809215119260433e+00 0 1 1
44 44 1 0.0000000000000000e+00 1.2728833111673795e+01 6.6109168567629659e+00 2.1238326170441240e+01 0 1 -1
45 45 1 0.0000000000000000e+00 1.2655190884634411e+01 3.8725448249352695e+01 1.0810569336213364e+01 0 0 0
46 46 1 0.0000000000000000e+00 1.0618174085044100e+01 9.0822486451603339e+00 2.1334826812739585e+01 0 1 -1
47 47 1 0.0000000000000000e+00 1.0595415786242530e+01 4.5238314690931745e+00 1.5311860970349640e+01 0 1 1
48 48 1 0.0000000000000000e+00 1.0455837651908304e+01 8.8966968472807135e+00 6.9096263145286523e+00 0 1 0
49 49 1 0.0000000000000000e+00 1.0328628699103676e+01 3.6030950331583021e+01 1.7235197966069226e+01 0 0 0
50 50 1 0.0000000000000000e+00 1.2983101064916735e+01 4.0884916109963399e+01 2.6501443700568231e+01 0 0 -1
51 51 1 0.0000000000000000e+00 1.5255783044961854e+01 3.5153583828171470e+01 6.6093142361587418e+00 0 0 0
52 52 1 0.0000000000000000e+00 1.5123593433183459e+01 6.0498408125618131e+00 1.2359256598501300e+01 0 1 2
53 53 1 0.0000000000000000e+00 1.1479651951956397e+01 4.7569616357437106e+00 6.7140999483490278e+00 0 1 0
54 54 1 0.0000000000000000e+00 1.4143020771999211e+01 7.5898981212479422e+00 1.8862310744417883e+01 0 1 0
