LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.5 on Tue Apr 04 10:45:30 PDT 2017
 1305 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 10 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 0.439550 26.456750  xlo xhi
 0.332838 45.395937  ylo yhi
 -0.387750 26.927729  zlo zhi

# Pair Coeffs
#
# 1  CH4
# 2  Ca
# 3  Cb
# 4  Cc
# 5  Cd
# 6  H
# 7  Ni
# 8  Oa
# 9  Ob
# 10  Oc

 Masses

 1 16.040001 # CH4
 2 12.011000 # Ca
 3 12.011000 # Cb
 4 12.011000 # Cc
 5 12.011000 # Cd
 6 1.008000 # H
 7 58.693001 # Ni
 8 15.999000 # Oa
 9 15.999000 # Ob
 10 15.999000 # Oc

 Atoms

1 1 1 0.000000 26.017300 45.062775 18.210001 # CH4 
2 2 1 0.000000 26.017300 45.062775 0.000000 # CH4 
3 3 1 0.000000 26.017300 45.062775 9.105000 # CH4 
4 4 1 0.000000 26.017300 22.531775 18.210001 # CH4 
5 5 1 0.000000 26.017300 22.531775 0.000000 # CH4 
6 6 1 0.000000 26.017300 22.531775 9.105000 # CH4 
7 7 1 0.000000 13.008301 45.062775 18.210001 # CH4 
8 8 1 0.000000 13.008301 45.062775 0.000000 # CH4 
9 9 1 0.000000 13.008301 45.062775 9.105000 # CH4 
67 10 9 0.000000 15.085000 30.750000 22.302979 # Ob LIG
68 10 10 0.000000 2.503000 7.026000 18.204979 # Oc LIG
69 10 10 0.000000 15.511000 29.556999 18.204979 # Oc LIG
70 10 10 0.000000 2.503000 22.047001 22.756979 # Oc LIG
71 10 10 0.000000 15.511000 44.577999 22.756979 # Oc LIG
72 10 10 0.000000 20.344000 8.856000 18.215981 # Oc LIG
73 10 10 0.000000 7.336000 31.388000 18.215981 # Oc LIG
74 10 8 0.000000 21.184999 6.789000 20.299980 # Oa LIG
75 10 8 0.000000 8.176000 29.320000 20.299980 # Oa LIG
76 10 10 0.000000 21.184000 5.680000 22.767979 # Oc LIG
77 10 10 0.000000 8.176000 28.212000 22.767979 # Oc LIG
78 10 8 0.000000 3.463000 7.579000 20.672979 # Oa LIG
79 10 8 0.000000 16.471001 30.111000 20.672979 # Oa LIG
80 10 8 0.000000 4.713000 6.720000 22.948978 # Oa LIG
81 10 8 0.000000 17.722000 29.250999 22.948978 # Oa LIG
82 10 8 0.000000 4.713000 21.740999 20.672979 # Oa LIG
83 10 8 0.000000 17.722000 44.271999 20.672979 # Oa LIG
84 10 9 0.000000 4.853000 5.200000 17.750980 # Ob LIG
85 10 9 0.000000 17.862000 27.731001 17.750980 # Ob LIG
86 10 9 0.000000 4.853000 20.221001 22.302979 # Ob LIG
87 10 9 0.000000 17.862000 42.751999 22.302979 # Ob LIG
88 10 10 0.000000 4.833000 9.341000 22.756979 # Oc LIG
89 10 10 0.000000 17.841000 31.872999 22.756979 # Oc LIG
90 10 8 0.000000 4.833000 8.232000 18.396980 # Oa LIG
91 10 8 0.000000 17.841000 30.764000 18.396980 # Oa LIG
92 10 10 0.000000 5.673000 6.165000 20.480980 # Oc LIG
93 10 10 0.000000 18.681999 28.697001 20.480980 # Oc LIG
94 10 10 0.000000 5.673000 21.186001 18.204979 # Oc LIG
95 10 10 0.000000 18.681000 43.717999 18.204979 # Oc LIG
96 10 9 0.000000 6.079000 9.114000 20.026979 # Ob LIG
97 10 9 0.000000 19.087000 31.645000 20.026979 # Ob LIG
98 10 9 0.000000 6.930000 13.418000 20.945980 # Ob LIG
99 10 9 0.000000 19.938000 35.949001 20.945980 # Ob LIG
100 10 10 0.000000 7.336000 1.345000 22.767979 # Oc LIG
101 10 10 0.000000 20.344000 23.877001 22.767979 # Oc LIG
102 10 10 0.000000 7.336000 16.365999 20.491980 # Oc LIG
103 10 10 0.000000 20.344000 38.897999 20.491980 # Oc LIG
104 10 8 0.000000 8.176000 14.299000 22.575979 # Oa LIG
105 10 8 0.000000 21.184999 36.831001 22.575979 # Oa LIG
106 10 10 0.000000 8.176000 13.190000 18.214979 # Oc LIG
107 10 10 0.000000 21.184000 35.722000 18.214979 # Oc LIG
108 10 9 0.000000 8.155000 2.311000 18.668980 # Ob LIG
109 10 9 0.000000 21.164000 24.841999 18.668980 # Ob LIG
110 10 9 0.000000 8.155000 17.332001 23.221979 # Ob LIG
111 10 9 0.000000 21.164000 39.862999 23.221979 # Ob LIG
112 10 8 0.000000 8.296000 0.791000 20.299980 # Oa LIG
113 10 8 0.000000 21.304001 23.322001 20.299980 # Oa LIG
114 10 8 0.000000 8.295000 15.812000 18.022980 # Oa LIG
115 10 8 0.000000 21.304001 38.342999 18.022980 # Oa LIG
116 10 8 0.000000 9.546000 14.952000 20.299980 # Oa LIG
117 10 8 0.000000 22.554001 37.484001 20.299980 # Oa LIG
118 10 5 0.000000 25.868000 7.878000 20.672979 # Cd LIG
119 10 5 0.000000 12.860000 30.409000 20.672979 # Cd LIG
120 10 3 0.000000 24.879999 7.373000 18.527981 # Cb LIG
121 10 3 0.000000 11.871000 29.905001 18.527981 # Cb LIG
122 10 3 0.000000 24.879999 22.393999 23.080978 # Cb LIG
123 10 3 0.000000 11.871000 44.925999 23.080978 # Cb LIG
124 10 4 0.000000 24.708000 7.749000 19.900980 # Cc LIG
125 10 4 0.000000 11.699000 30.280001 19.900980 # Cc LIG
126 10 2 0.000000 23.745001 22.209999 22.137980 # Ca LIG
127 10 2 0.000000 10.736000 44.741001 22.137980 # Ca LIG
128 10 2 0.000000 23.745001 7.188000 17.585979 # Ca LIG
129 10 2 0.000000 10.736000 29.719999 17.585979 # Ca LIG
130 10 2 0.000000 20.927999 9.459000 22.137980 # Ca LIG
131 10 2 0.000000 7.919000 31.990999 22.137980 # Ca LIG
132 10 4 0.000000 20.374001 19.791000 19.900980 # Cc LIG
133 10 4 0.000000 7.365000 42.323002 19.900980 # Cc LIG
134 10 2 0.000000 20.370001 20.905001 17.585979 # Ca LIG
135 10 2 0.000000 7.361000 43.437000 17.585979 # Ca LIG
136 10 3 0.000000 20.201000 10.350000 23.080978 # Cb LIG
137 10 3 0.000000 7.192000 32.881001 23.080978 # Cb LIG
138 10 3 0.000000 19.962999 19.830000 18.527981 # Cb LIG
139 10 3 0.000000 6.954000 42.362000 18.527981 # Cb LIG
140 10 5 0.000000 19.905001 18.722000 20.672979 # Cd LIG
141 10 5 0.000000 6.897000 41.252998 20.672979 # Cd LIG
142 10 5 0.000000 19.757000 11.578000 22.575979 # Cd LIG
143 10 5 0.000000 6.749000 34.110001 22.575979 # Cd LIG
144 10 5 0.000000 19.120001 18.830999 18.022980 # Cd LIG
145 10 5 0.000000 6.112000 41.362999 18.022980 # Cd LIG
146 10 3 0.000000 19.063000 17.723000 20.167980 # Cb LIG
147 10 3 0.000000 6.055000 40.254002 20.167980 # Cb LIG
148 10 4 0.000000 19.065001 12.519000 23.347980 # Cc LIG
149 10 4 0.000000 6.056000 35.050999 23.347980 # Cc LIG
150 10 2 0.000000 18.656000 16.646999 21.110979 # Ca LIG
151 10 2 0.000000 5.647000 39.179001 21.110979 # Ca LIG
152 10 4 0.000000 18.652000 17.761000 18.795979 # Cc LIG
153 10 4 0.000000 5.643000 40.292999 18.795979 # Cc LIG
154 10 5 0.000000 0.149000 7.143000 18.022980 # Cd LIG
155 10 5 0.000000 13.157000 29.674999 18.022980 # Cd LIG
156 10 5 0.000000 0.149000 22.164000 22.575979 # Cd LIG
157 10 5 0.000000 13.157000 44.695999 22.575979 # Cd LIG
158 10 3 0.000000 1.137000 7.648000 20.167980 # Cb LIG
159 10 3 0.000000 14.146000 30.179001 20.167980 # Cb LIG
160 10 4 0.000000 1.309000 22.292999 23.347980 # Cc LIG
161 10 4 0.000000 14.318000 44.825001 23.347980 # Cc LIG
162 10 4 0.000000 1.309000 7.272000 18.795979 # Cc LIG
163 10 4 0.000000 14.318000 29.804001 18.795979 # Cc LIG
164 10 2 0.000000 10.736000 14.699000 19.861980 # Ca LIG
165 10 2 0.000000 23.745001 37.230000 19.861980 # Ca LIG
166 10 4 0.000000 11.699000 15.259000 22.176979 # Cc LIG
167 10 4 0.000000 24.708000 37.791000 22.176979 # Cc LIG
168 10 4 0.000000 11.699000 0.238000 17.624979 # Cc LIG
169 10 4 0.000000 24.708000 22.770000 17.624979 # Cc LIG
170 10 3 0.000000 11.871000 14.884000 20.804979 # Cb LIG
171 10 3 0.000000 24.879999 37.415001 20.804979 # Cb LIG
172 10 5 0.000000 12.860000 0.367000 18.396980 # Cd LIG
173 10 5 0.000000 25.868999 22.899000 18.396980 # Cd LIG
174 10 5 0.000000 12.860000 15.388000 22.949980 # Cd LIG
175 10 5 0.000000 25.868000 37.919998 22.949980 # Cd LIG
176 10 5 0.000000 13.157000 14.654000 20.299980 # Cd LIG
177 10 5 0.000000 0.149000 37.185001 20.299980 # Cd LIG
178 10 3 0.000000 14.146000 15.158000 22.443979 # Cb LIG
179 10 3 0.000000 1.137000 37.689999 22.443979 # Cb LIG
180 10 3 0.000000 14.146000 0.137000 17.891979 # Cb LIG
181 10 3 0.000000 1.137000 22.669001 17.891979 # Cb LIG
182 10 4 0.000000 14.318000 14.783000 21.071980 # Cc LIG
183 10 4 0.000000 1.309000 37.313999 21.071980 # Cc LIG
184 10 2 0.000000 15.281000 0.322000 18.834980 # Ca LIG
185 10 2 0.000000 2.272000 22.854000 18.834980 # Ca LIG
186 10 2 0.000000 15.281000 15.343000 23.386980 # Ca LIG
187 10 2 0.000000 2.272000 37.875000 23.386980 # Ca LIG
188 10 2 0.000000 18.098000 13.072000 18.833981 # Ca LIG
189 10 2 0.000000 5.089000 35.604000 18.833981 # Ca LIG
190 10 4 0.000000 18.652000 2.740000 21.071980 # Cc LIG
191 10 4 0.000000 5.643000 25.271999 21.071980 # Cc LIG
192 10 2 0.000000 18.656000 1.626000 23.386980 # Ca LIG
193 10 2 0.000000 5.647000 24.158001 23.386980 # Ca LIG
194 10 3 0.000000 18.825001 12.182000 17.891979 # Cb LIG
195 10 3 0.000000 5.816000 34.714001 17.891979 # Cb LIG
196 10 3 0.000000 19.063000 2.701000 22.443979 # Cb LIG
197 10 3 0.000000 6.055000 25.233000 22.443979 # Cb LIG
198 10 5 0.000000 19.120001 3.810000 20.299980 # Cd LIG
199 10 5 0.000000 6.111000 26.341999 20.299980 # Cd LIG
200 10 5 0.000000 19.268999 10.953000 18.396980 # Cd LIG
201 10 5 0.000000 6.260000 33.485001 18.396980 # Cd LIG
202 10 5 0.000000 19.906000 3.700000 22.948978 # Cd LIG
203 10 5 0.000000 6.897000 26.232000 22.948978 # Cd LIG
204 10 2 0.000000 2.272000 7.833000 21.110979 # Ca LIG
205 10 2 0.000000 15.281000 30.364000 21.110979 # Ca LIG
206 10 3 0.000000 19.962000 4.809000 20.804979 # Cb LIG
207 10 3 0.000000 6.954000 27.341000 20.804979 # Cb LIG
208 10 4 0.000000 19.961000 10.013000 17.624979 # Cc LIG
209 10 4 0.000000 6.953000 32.543999 17.624979 # Cc LIG
210 10 2 0.000000 20.370001 5.884000 19.861980 # Ca LIG
211 10 2 0.000000 7.361000 28.416000 19.861980 # Ca LIG
212 10 4 0.000000 20.374001 4.770000 22.176979 # Cc LIG
213 10 4 0.000000 7.366000 27.302000 22.176979 # Cc LIG
214 10 2 0.000000 5.089000 5.562000 23.386980 # Ca LIG
215 10 2 0.000000 18.098000 28.093000 23.386980 # Ca LIG
216 10 2 0.000000 5.089000 20.583000 21.110979 # Ca LIG
217 10 2 0.000000 18.098000 43.115002 21.110979 # Ca LIG
218 10 4 0.000000 5.643000 10.251000 23.347980 # Cc LIG
219 10 4 0.000000 18.652000 32.783001 23.347980 # Cc LIG
220 10 2 0.000000 5.647000 9.137000 18.834980 # Ca LIG
221 10 2 0.000000 18.656000 31.667999 18.834980 # Ca LIG
222 10 3 0.000000 5.816000 4.671000 22.443979 # Cb LIG
223 10 3 0.000000 18.825001 27.202999 22.443979 # Cb LIG
224 10 3 0.000000 5.817000 19.693001 20.167980 # Cb LIG
225 10 3 0.000000 18.825001 42.223999 20.167980 # Cb LIG
226 10 4 0.000000 6.056000 5.008000 21.071980 # Cc LIG
227 10 4 0.000000 19.065001 27.540001 21.071980 # Cc LIG
228 10 4 0.000000 6.056000 20.028999 18.795979 # Cc LIG
229 10 4 0.000000 19.063999 42.561001 18.795979 # Cc LIG
230 10 3 0.000000 6.055000 10.212000 17.891979 # Cb LIG
231 10 3 0.000000 19.063000 32.743000 17.891979 # Cb LIG
232 10 5 0.000000 6.111000 11.321000 22.575979 # Cd LIG
233 10 5 0.000000 19.120001 33.852001 22.575979 # Cd LIG
234 10 5 0.000000 6.260000 3.443000 22.948978 # Cd LIG
235 10 5 0.000000 19.268999 25.974001 22.948978 # Cd LIG
236 10 5 0.000000 6.261000 18.464001 20.672979 # Cd LIG
237 10 5 0.000000 19.268999 40.994999 20.672979 # Cd LIG
238 10 5 0.000000 6.748000 4.068000 20.299980 # Cd LIG
239 10 5 0.000000 19.757000 26.599001 20.299980 # Cd LIG
240 10 5 0.000000 6.748000 19.089001 18.022980 # Cd LIG
241 10 5 0.000000 19.757000 41.619999 18.022980 # Cd LIG
242 10 5 0.000000 6.897000 11.211000 18.396980 # Cd LIG
243 10 5 0.000000 19.906000 33.742001 18.396980 # Cd LIG
244 10 3 0.000000 6.954000 12.320000 23.080978 # Cb LIG
245 10 3 0.000000 19.962000 34.851002 23.080978 # Cb LIG
246 10 4 0.000000 6.953000 2.502000 22.176979 # Cc LIG
247 10 4 0.000000 19.961000 25.034000 22.176979 # Cc LIG
248 10 4 0.000000 6.953000 17.523001 19.900980 # Cc LIG
249 10 4 0.000000 19.961000 40.055000 19.900980 # Cc LIG
250 10 3 0.000000 7.192000 2.839000 20.804979 # Cb LIG
251 10 3 0.000000 20.201000 25.371000 20.804979 # Cb LIG
252 10 3 0.000000 7.192000 17.860001 18.527981 # Cb LIG
253 10 3 0.000000 20.201000 40.390999 18.527981 # Cb LIG
254 10 2 0.000000 7.361000 13.395000 22.137980 # Ca LIG
255 10 2 0.000000 20.370001 35.925999 22.137980 # Ca LIG
256 10 4 0.000000 7.366000 12.281000 17.624979 # Cc LIG
257 10 4 0.000000 20.374001 34.812000 17.624979 # Cc LIG
258 10 2 0.000000 7.919000 1.949000 19.861980 # Ca LIG
259 10 2 0.000000 20.927999 24.480000 19.861980 # Ca LIG
260 10 2 0.000000 7.919000 16.969999 17.585979 # Ca LIG
261 10 2 0.000000 20.927999 39.500999 17.585979 # Ca LIG
262 10 6 0.000000 25.764999 8.173000 21.715981 # H LIG
263 10 6 0.000000 12.756000 30.704000 21.715981 # H LIG
264 10 6 0.000000 20.212999 18.664000 21.715981 # H LIG
265 10 6 0.000000 7.204000 41.195999 21.715981 # H LIG
266 10 6 0.000000 19.961000 11.816000 21.532980 # H LIG
267 10 6 0.000000 6.952000 34.347000 21.532980 # H LIG
268 10 6 0.000000 18.813000 18.889000 23.808979 # H LIG
269 10 6 0.000000 5.805000 41.419998 23.808979 # H LIG
270 10 6 0.000000 0.252000 6.849000 23.808979 # H LIG
271 10 6 0.000000 13.261000 29.379999 23.808979 # H LIG
272 10 6 0.000000 0.252000 21.870001 21.532980 # H LIG
273 10 6 0.000000 13.261000 44.401001 21.532980 # H LIG
274 10 6 0.000000 12.756000 0.662000 19.439980 # H LIG
275 10 6 0.000000 25.764999 23.194000 19.439980 # H LIG
276 10 6 0.000000 12.756000 15.683000 17.163979 # H LIG
277 10 6 0.000000 25.764999 38.215000 17.163979 # H LIG
278 10 6 0.000000 13.261000 14.359000 19.255980 # H LIG
279 10 6 0.000000 0.252000 36.890999 19.255980 # H LIG
280 10 6 0.000000 18.813000 3.868000 19.256979 # H LIG
281 10 6 0.000000 5.804000 26.399000 19.256979 # H LIG
282 10 6 0.000000 19.065001 10.716000 19.439980 # H LIG
283 10 6 0.000000 6.057000 33.248001 19.439980 # H LIG
284 10 6 0.000000 20.212999 3.643000 17.163979 # H LIG
285 10 6 0.000000 7.204000 26.174000 17.163979 # H LIG
286 10 6 0.000000 5.804000 11.378000 21.532980 # H LIG
287 10 6 0.000000 18.813000 33.910000 21.532980 # H LIG
288 10 6 0.000000 6.057000 3.205000 17.163979 # H LIG
289 10 6 0.000000 19.065001 25.737000 17.163979 # H LIG
290 10 6 0.000000 6.057000 18.226999 21.715981 # H LIG
291 10 6 0.000000 19.066000 40.757999 21.715981 # H LIG
292 10 6 0.000000 6.952000 4.305000 19.256979 # H LIG
293 10 6 0.000000 19.959999 26.837000 19.256979 # H LIG
294 10 6 0.000000 6.951000 19.326000 23.808979 # H LIG
295 10 6 0.000000 19.959999 41.856998 23.808979 # H LIG
296 10 6 0.000000 7.204000 11.153000 19.439980 # H LIG
297 10 6 0.000000 20.212999 33.685001 19.439980 # H LIG
298 10 7 0.000000 22.488001 21.886000 19.548981 # Ni LIG
299 10 7 0.000000 9.479000 44.417999 19.548981 # Ni LIG
300 10 7 0.000000 20.719000 22.156000 21.825979 # Ni LIG
301 10 7 0.000000 7.710000 44.687000 21.825979 # Ni LIG
302 10 7 0.000000 8.828000 1.021000 17.272980 # Ni LIG
303 10 7 0.000000 21.837000 23.552999 17.272980 # Ni LIG
304 10 7 0.000000 16.538000 0.645000 21.423981 # Ni LIG
305 10 7 0.000000 3.529000 23.177000 21.423981 # Ni LIG
306 10 7 0.000000 18.306999 0.376000 19.147980 # Ni LIG
307 10 7 0.000000 5.299000 22.908001 19.147980 # Ni LIG
308 10 7 0.000000 4.181000 21.510000 23.699980 # Ni LIG
309 10 7 0.000000 17.188999 44.042000 23.699980 # Ni LIG
310 10 7 0.000000 22.488001 6.865000 21.824980 # Ni LIG
311 10 7 0.000000 9.479000 29.396999 21.824980 # Ni LIG
312 10 7 0.000000 21.837000 8.532000 19.548981 # Ni LIG
313 10 7 0.000000 8.828000 31.063000 19.548981 # Ni LIG
314 10 7 0.000000 20.718000 7.135000 17.272980 # Ni LIG
315 10 7 0.000000 7.710000 29.666000 17.272980 # Ni LIG
316 10 7 0.000000 3.529000 8.156000 23.699980 # Ni LIG
317 10 7 0.000000 16.538000 30.688000 23.699980 # Ni LIG
318 10 7 0.000000 4.180000 6.489000 19.147980 # Ni LIG
319 10 7 0.000000 17.188999 29.021000 19.147980 # Ni LIG
320 10 7 0.000000 5.299000 7.886000 21.423981 # Ni LIG
321 10 7 0.000000 18.306999 30.417999 21.423981 # Ni LIG
322 10 7 0.000000 7.710000 14.645000 19.548981 # Ni LIG
323 10 7 0.000000 20.719000 37.176998 19.548981 # Ni LIG
324 10 7 0.000000 8.828000 16.042000 21.824980 # Ni LIG
325 10 7 0.000000 21.837000 38.574001 21.824980 # Ni LIG
326 10 7 0.000000 9.479000 14.375000 17.272980 # Ni LIG
327 10 7 0.000000 22.488001 36.907001 17.272980 # Ni LIG
328 10 7 0.000000 18.306999 15.397000 23.699980 # Ni LIG
329 10 7 0.000000 5.299000 37.929001 23.699980 # Ni LIG
330 10 7 0.000000 16.538000 15.666000 19.146980 # Ni LIG
331 10 7 0.000000 3.529000 38.198002 19.146980 # Ni LIG
332 10 7 0.000000 17.188999 14.000000 21.423981 # Ni LIG
333 10 7 0.000000 4.180000 36.530998 21.423981 # Ni LIG
334 10 9 0.000000 23.941000 21.823999 0.459500 # Ob LIG
335 10 9 0.000000 10.932000 44.355999 0.459500 # Ob LIG
336 10 9 0.000000 23.941000 6.803000 2.735500 # Ob LIG
337 10 9 0.000000 10.932000 29.334000 2.735500 # Ob LIG
338 10 10 0.000000 23.514999 7.995000 0.005500 # Oc LIG
339 10 10 0.000000 10.506000 30.527000 0.005500 # Oc LIG
340 10 8 0.000000 22.554001 7.442000 24.851978 # Oa LIG
341 10 8 0.000000 9.546000 29.973000 24.851978 # Oa LIG
342 10 8 0.000000 22.554001 22.462999 2.089500 # Oa LIG
343 10 8 0.000000 9.546000 44.993999 2.089500 # Oa LIG
344 10 8 0.000000 21.304001 8.301000 2.089500 # Oa LIG
345 10 8 0.000000 8.295000 30.833000 2.089500 # Oa LIG
346 10 9 0.000000 21.164000 9.821000 0.459500 # Ob LIG
347 10 9 0.000000 8.155000 32.353001 0.459500 # Ob LIG
348 10 10 0.000000 21.184000 20.701000 0.005500 # Oc LIG
349 10 10 0.000000 8.176000 43.233002 0.005500 # Oc LIG
350 10 8 0.000000 21.184999 21.809999 24.851978 # Oa LIG
351 10 8 0.000000 8.176000 44.341000 24.851978 # Oa LIG
352 10 9 0.000000 19.938000 20.927999 2.735500 # Ob LIG
353 10 9 0.000000 6.930000 43.459999 2.735500 # Ob LIG
354 10 9 0.000000 19.087999 16.624001 1.816500 # Ob LIG
355 10 9 0.000000 6.079000 39.155998 1.816500 # Ob LIG
356 10 10 0.000000 18.681999 13.676000 2.270500 # Oc LIG
357 10 10 0.000000 5.673000 36.207001 2.270500 # Oc LIG
358 10 8 0.000000 17.841000 15.743000 0.186500 # Oa LIG
359 10 8 0.000000 4.833000 38.275002 0.186500 # Oa LIG
360 10 10 0.000000 17.841999 16.851000 25.033979 # Oc LIG
361 10 10 0.000000 4.833000 39.382999 25.033979 # Oc LIG
362 10 10 0.000000 10.506000 0.485000 25.043980 # Oc LIG
363 10 10 0.000000 23.514999 23.017000 25.043980 # Oc LIG
364 10 10 0.000000 10.506000 15.506000 2.281500 # Oc LIG
365 10 10 0.000000 23.514999 38.036999 2.281500 # Oc LIG
366 10 9 0.000000 10.932000 14.313000 25.497980 # Ob LIG
367 10 9 0.000000 23.941000 36.845001 25.497980 # Ob LIG
368 10 9 0.000000 15.085000 0.708000 26.855980 # Ob LIG
369 10 9 0.000000 2.076000 23.239000 26.855980 # Ob LIG
370 10 9 0.000000 15.085000 15.729000 24.579979 # Ob LIG
371 10 9 0.000000 2.077000 38.259998 24.579979 # Ob LIG
372 10 10 0.000000 15.511000 14.536000 27.309978 # Oc LIG
373 10 10 0.000000 2.503000 37.068001 27.309978 # Oc LIG
374 10 8 0.000000 16.471001 15.090000 2.462500 # Oa LIG
375 10 8 0.000000 3.463000 37.620998 2.462500 # Oa LIG
376 10 8 0.000000 16.471001 0.069000 25.225979 # Oa LIG
377 10 8 0.000000 3.463000 22.601000 25.225979 # Oa LIG
378 10 8 0.000000 17.722000 14.230000 25.225979 # Oa LIG
379 10 8 0.000000 4.713000 36.762001 25.225979 # Oa LIG
380 10 9 0.000000 17.862000 12.710000 26.855980 # Ob LIG
381 10 9 0.000000 4.853000 35.242001 26.855980 # Ob LIG
